dep_amt ,dep_days_greater100e,wth_amt ,wth_days_greatter100e,stake_amt,stake_days_greater500e,paid_bonus,no_bets,abs_ggr_days_greater200e,no_logins,vip
54,0,0,0,84,0,0,166,0,2,not VIP
118,1,0,0,582,1,0,155,0,12,not VIP
586,2,131,1,10068,5,1,834,0,80,not VIP
206,1,515,1,1684,2,13,678,1,25,not VIP
908,3,295,1,5955,8,0,41043,1,127,not VIP
47,0,0,0,249,0,0,2340,0,30,not VIP
224,0,0,0,791,0,0,87,0,66,not VIP
102,1,0,0,102,0,0,1,0,3,not VIP
54,0,0,0,141,0,41,101,0,10,not VIP
155,1,107,1,2447,2,0,6122,0,9,not VIP
87,0,605,2,1319,1,727,1733,0,20,not VIP
206,0,0,0,403,0,1,304,0,60,not VIP
311,1,297,1,1939,2,0,2207,0,16,not VIP
4992,5,0,0,48525,5,0,853,4,62,VIP
46,0,78,0,308,0,0,1110,0,7,not VIP
66,0,274,1,1633,1,157,20469,0,140,not VIP
128,0,0,0,1953,1,32,3114,0,11,not VIP
164,0,66,0,766,0,0,725,0,19,not VIP
73,0,28,0,426,0,29,749,0,122,not VIP
75,0,0,0,227,0,0,121,0,37,not VIP
14,0,0,0,544,0,0,161,0,9,not VIP
115,1,0,0,1173,1,0,18,0,7,not VIP
243,2,0,0,1543,2,0,224,0,31,not VIP
81,0,0,0,167,0,5,810,0,17,not VIP
206,1,0,0,474,0,0,414,0,5,not VIP
152,1,0,0,66,0,0,1,0,10,not VIP
283,1,0,0,1279,1,0,242,1,1,not VIP
160,1,0,0,923,1,0,250,0,16,not VIP
1258,2,1315,3,46603,6,0,523,5,40,not VIP
27,0,0,0,788,1,0,3188,0,10,not VIP
55,0,0,0,2859,2,158,649,1,86,not VIP
163,0,0,0,980,1,12,220,0,44,not VIP
66,0,0,0,304,0,0,252,0,82,not VIP
110,0,0,0,364,0,0,378,0,39,not VIP
425,1,566,1,4879,1,0,470,1,38,not VIP
844,4,727,3,16363,7,0,1894,2,131,not VIP
674,1,0,0,10399,1,0,207,1,14,not VIP
383,0,538,2,3279,2,0,137,0,134,not VIP
88,0,0,0,1340,2,0,256,0,12,not VIP
63,0,27,0,3546,2,127,851,0,30,not VIP
67,0,0,0,287,0,0,59,0,7,not VIP
27,0,0,0,2874,1,572,27,1,7,not VIP
151,0,0,0,1362,1,0,1132,0,16,not VIP
650,2,197,0,3033,2,0,745,0,80,not VIP
165,0,0,0,2857,2,2,1187,0,38,not VIP
173,1,0,0,217,0,0,8,0,5,not VIP
332,2,0,0,9125,3,0,7102,2,23,not VIP
99,0,33,0,218,0,0,19,0,74,not VIP
135,1,0,0,763,1,0,7,1,10,not VIP
271,0,0,0,2633,2,75,539,0,39,not VIP
129,0,0,0,393,0,0,46,0,18,not VIP
132,1,223,1,198,0,0,6,0,6,not VIP
169,0,1968,2,13902,3,2278,6610,3,32,not VIP
348,1,145,1,1472,1,0,121,0,14,not VIP
564,2,107,1,2799,2,2,13087,0,38,not VIP
135,1,0,0,373,0,0,59,0,10,not VIP
55,0,26,0,1394,1,0,1256,0,45,not VIP
267,1,0,0,400,0,0,52,1,27,not VIP
192,0,533,1,5206,1,0,121,1,7,not VIP
13,0,0,0,26,0,0,15,0,2,not VIP
663,2,0,0,12943,2,0,376,1,15,not VIP
20,0,0,0,87,0,0,19,0,1,not VIP
26,0,0,0,87,0,0,19,0,11,not VIP
139,0,263,1,7350,3,138,535,0,45,not VIP
39,0,0,0,202,0,0,93,0,2,not VIP
1180,5,0,1,27172,8,10,1192,2,57,not VIP
40,0,167,1,312,0,0,22,0,10,not VIP
133,1,0,0,1195,1,0,3942,0,10,not VIP
133,1,293,1,117,0,0,3,0,8,not VIP
182,0,980,5,9194,7,43,739,1,77,not VIP
77,0,0,0,425,0,0,99,0,27,not VIP
1152,4,783,3,33362,10,23,11685,9,112,not VIP
158,0,78,0,944,0,0,354,0,68,not VIP
92,0,0,0,292,0,0,809,0,36,not VIP
53,0,0,0,324,0,0,855,0,28,not VIP
512,1,131,1,4370,4,11,845,0,48,not VIP
53,0,393,1,649,0,0,506,1,22,not VIP
133,1,184,1,151,0,0,45,0,5,not VIP
69,0,0,0,219,0,0,160,0,16,not VIP
102,0,13,0,358,0,0,6957,0,26,not VIP
6919,6,1969,3,69989,7,0,6308,7,32,VIP
145,0,0,0,1008,1,0,2648,0,6,not VIP
1036,4,916,2,9687,5,0,674,4,63,not VIP
243,0,400,2,1874,1,423,187,1,115,not VIP
120,0,0,0,396,0,13,33,0,14,not VIP
133,1,0,0,133,0,0,1,0,2,not VIP
329,2,0,0,2068,2,0,77,0,6,not VIP
839,3,107,1,9117,3,0,6909,1,42,not VIP
444,2,0,0,10702,3,103,1166,1,40,not VIP
20,0,0,0,68,0,0,68,0,15,not VIP
295,0,0,0,1292,0,6,317,0,83,not VIP
131,0,0,0,11154,4,0,11698,2,62,not VIP
101,1,269,1,387,0,85,24,0,24,not VIP
81,0,0,0,1188,1,0,374,0,47,not VIP
135,0,0,0,271,0,0,145,0,15,not VIP
65,0,392,1,510,0,443,1316,0,34,not VIP
198,0,79,0,1177,1,0,3773,0,6,not VIP
133,1,0,0,523,0,0,412,0,1,not VIP
170,1,0,0,1288,1,237,206,0,16,not VIP
922,2,0,0,16746,2,694,890,2,14,not VIP
105,1,262,1,979,1,3,1670,0,8,not VIP
172,0,0,0,245,0,0,274,0,36,not VIP
824,2,421,2,6028,4,0,521,1,20,not VIP
1556,6,522,3,14009,5,26,1511,1,77,not VIP
53,0,0,0,824,1,0,2859,0,15,not VIP
168,1,263,1,789,1,0,111,0,9,not VIP
12,0,0,0,26,0,0,189,0,6,not VIP
118,0,0,0,499,0,0,155,0,22,not VIP
144,0,158,1,1170,1,11,4724,0,38,not VIP
234,0,108,1,1060,0,0,258,0,52,not VIP
65,0,0,0,1165,1,2,240,0,13,not VIP
7,0,0,0,40,0,3,1346,0,24,not VIP
315,0,0,0,1675,0,0,741,0,77,not VIP
26,0,0,0,42,0,0,405,0,15,not VIP
311,1,0,0,2356,2,1,3093,0,70,not VIP
59,0,0,0,957,0,0,14582,0,26,not VIP
59,0,0,0,486,0,0,261,0,14,not VIP
112,1,0,0,813,1,12,97,0,15,not VIP
27,0,0,0,140,0,0,1442,0,24,not VIP
46,0,57,0,490,0,0,54,0,11,not VIP
39,0,65,0,388,0,77,112,0,20,not VIP
111,0,0,0,303,0,0,24,0,2,not VIP
309,1,183,1,1732,1,0,358,0,77,not VIP
231,1,196,0,2491,2,21,385,0,83,not VIP
107,0,170,1,386,0,0,813,0,23,not VIP
198,1,782,1,2275,1,414,226,1,38,not VIP
538,2,0,0,1187,1,0,129,0,19,not VIP
125,1,640,2,294,0,518,16,0,27,not VIP
131,1,0,0,131,0,0,1,0,4,not VIP
66,0,131,1,260,0,0,480,0,4,not VIP
124,0,0,0,660,0,0,201,0,12,not VIP
105,0,339,1,3215,1,0,1156,1,40,not VIP
260,0,146,0,1101,0,1,553,0,126,not VIP
184,0,65,0,644,0,0,170,0,30,not VIP
105,0,0,0,1215,1,27,352,0,38,not VIP
52,0,196,1,1579,1,853,3807,1,26,not VIP
756,2,0,0,14399,4,0,759,1,36,VIP
111,0,0,0,1209,1,0,3154,0,12,not VIP
13,0,0,0,16,0,0,28,0,69,not VIP
144,0,0,0,1271,1,0,128,0,23,not VIP
11,0,11,0,51,0,0,31,0,4,not VIP
140,0,134,0,552,0,0,129,0,21,not VIP
73,0,0,0,610,0,0,1079,0,11,not VIP
524,1,0,0,2377,1,0,115,1,19,not VIP
118,0,65,0,961,0,0,378,0,26,not VIP
39,0,0,0,56,0,0,13,0,6,not VIP
13,0,0,0,13,0,0,1,0,5,not VIP
32,0,20,0,132,0,0,24,0,10,not VIP
457,2,654,1,2340,2,0,56,2,31,not VIP
52,0,0,0,478,0,28,1855,0,14,not VIP
105,0,66,0,5870,5,77,7030,0,107,not VIP
131,1,0,0,1371,1,0,43,0,1,not VIP
524,2,0,0,2783,2,0,1062,2,17,not VIP
39,0,92,0,441,0,53,193,0,99,not VIP
419,1,319,1,5945,6,224,1006,0,114,not VIP
996,3,1477,3,24307,5,0,720,4,106,not VIP
301,1,0,0,577,1,0,20,1,1,not VIP
691,1,546,1,2577,2,0,197,0,69,not VIP
131,1,654,1,501,0,0,5,1,6,not VIP
49,0,26,0,1017,1,0,682,0,15,not VIP
131,1,0,0,973,1,0,1468,0,5,not VIP
392,2,78,0,6569,6,0,1693,1,43,not VIP
1074,1,0,0,10011,2,0,3062,1,25,not VIP
150,0,0,0,1021,0,0,7248,0,29,not VIP
20,0,0,0,40,0,0,67,0,1,not VIP
813,3,1393,5,28796,6,0,1451,4,40,not VIP
111,1,875,1,1006,1,0,39,2,54,not VIP
131,1,0,0,2771,2,2,312,1,16,not VIP
244,1,0,0,3273,3,0,423,0,9,not VIP
2625,3,2762,3,31533,3,0,744,1,35,not VIP
125,0,0,0,10953,3,17,1234,0,34,not VIP
327,2,0,0,459,0,0,145,0,10,not VIP
26,0,0,0,254,0,0,118,0,5,not VIP
20,0,0,0,343,0,0,116,0,2,not VIP
112,1,0,0,618,1,4,393,0,9,not VIP
707,3,0,0,23652,3,0,2004,2,23,not VIP
65,0,39,0,2041,1,0,475,0,2,not VIP
555,1,0,0,13553,1,0,92,1,6,not VIP
39,0,65,0,296,0,0,29,0,8,not VIP
170,1,0,0,242,0,0,11,0,1,not VIP
105,0,0,0,471,0,0,121,0,9,not VIP
13,0,0,0,59,0,0,277,0,8,not VIP
372,2,131,1,5585,3,32,805,0,42,not VIP
105,0,26,0,2219,2,0,1316,0,43,not VIP
58,0,0,0,797,0,0,633,0,10,not VIP
506,2,224,1,3959,2,0,670,0,45,not VIP
59,0,0,0,2918,1,288,3028,1,30,not VIP
131,1,1245,2,613,0,980,16,0,28,not VIP
46,0,0,0,1154,1,0,135,0,11,not VIP
131,1,0,0,1259,1,0,142,0,4,not VIP
214,1,308,1,1650,1,28,89,0,58,not VIP
243,1,98,0,2793,3,0,1579,0,29,not VIP
909,4,248,1,16077,6,0,14101,1,78,not VIP
181,1,0,0,1040,1,0,64,0,10,not VIP
131,0,105,1,404,0,0,222,0,37,VIP
538,2,0,0,16871,2,0,479,1,17,not VIP
126,1,784,2,229,0,716,16,0,21,not VIP
333,0,293,1,4508,3,67,938,0,60,not VIP
510,2,196,1,1733,2,273,732,1,41,not VIP
282,2,0,0,153,0,0,1,0,9,not VIP
218,0,130,0,2029,2,0,306,0,81,not VIP
102,1,196,1,118,0,20,10,0,10,not VIP
105,0,0,0,14814,2,9,2147,2,22,not VIP
105,0,0,0,1921,1,0,1544,0,20,not VIP
490,1,665,2,4860,3,0,332,3,38,not VIP
28,0,0,0,40,0,0,4,0,2,not VIP
149,1,0,0,897,1,0,810,0,4,VIP
157,1,261,1,5554,2,0,612,0,42,not VIP
124,0,0,0,421,0,9,68,0,9,not VIP
20,0,0,0,57,0,0,25,0,1,not VIP
26,0,0,0,45,0,0,292,0,8,not VIP
663,4,982,4,3278,2,0,282,0,71,not VIP
59,0,0,0,1089,1,0,2176,0,20,not VIP
117,1,98,0,33,0,0,83,0,12,not VIP
79,0,0,0,720,0,0,702,0,12,not VIP
274,1,0,0,2120,1,0,722,1,8,not VIP
689,2,0,0,5306,6,63,1592,0,72,not VIP
107,0,0,0,932,0,0,425,0,16,not VIP
344,0,0,0,1249,0,0,235,0,77,not VIP
131,1,0,0,338,0,0,14,0,1,not VIP
143,0,7,0,986,1,0,220,0,18,VIP
472,1,229,1,1588,0,0,100,0,28,not VIP
74,0,26,0,259,0,0,24,0,9,not VIP
4142,1,0,0,25483,1,0,228,1,7,VIP
153,0,0,0,650,0,0,199,0,22,not VIP
26,0,0,0,75,0,0,396,0,6,not VIP
98,0,0,0,124,0,0,59,0,27,not VIP
130,1,0,0,130,0,0,1,0,3,not VIP
257,1,0,0,2307,1,10,435,1,13,not VIP
39,0,0,0,533,1,0,1309,0,1,not VIP
58,0,59,0,276,0,27,90,0,34,not VIP
138,1,1889,6,15989,8,177,862,5,39,not VIP
59,0,91,0,345,0,1,68,0,27,not VIP
78,0,0,0,7079,3,6,1986,0,35,not VIP
137,0,0,0,3404,2,0,3628,0,11,not VIP
39,0,0,0,153,0,0,1160,0,7,not VIP
157,0,78,0,1508,2,0,728,0,36,not VIP
576,3,300,2,5195,4,0,20717,0,36,not VIP
59,0,0,0,806,1,9,82,0,8,not VIP
793,5,2379,5,5933,5,477,3331,2,94,not VIP
124,1,0,0,134,0,20,5,0,12,not VIP
127,1,0,0,3665,1,0,140,0,5,not VIP
130,1,173,1,136,0,5,13,0,5,not VIP
163,1,0,0,2584,1,2,103,0,15,not VIP
373,2,65,1,7070,3,0,954,0,133,not VIP
131,0,0,0,9905,1,142,1318,1,24,not VIP
13,0,0,0,37,0,0,72,0,3,not VIP
150,0,0,0,611,0,3,169,0,23,not VIP
129,0,255,2,2122,2,0,415,0,77,not VIP
335,1,158,0,3066,2,0,9589,0,32,not VIP
37,0,0,0,75,0,0,813,0,4,not VIP
52,0,0,0,1070,1,13,125,0,17,not VIP
195,0,0,0,528,0,3,87,0,35,not VIP
326,1,0,0,2636,3,0,3663,0,23,not VIP
131,0,748,2,4208,3,64,8965,2,67,not VIP
151,0,0,0,595,1,158,63,1,8,not VIP
78,0,0,0,632,1,0,59,0,4,not VIP
39,0,132,1,852,1,167,1662,0,33,not VIP
458,2,789,2,17189,6,1,1691,1,114,not VIP
164,0,131,2,1723,0,0,1129,0,45,not VIP
440,1,0,0,3994,4,0,1353,0,65,not VIP
13,0,0,0,121,0,0,583,0,2,not VIP
13,0,0,0,86,0,0,546,0,18,not VIP
68,0,0,0,1209,1,0,459,0,15,not VIP
121,0,0,0,599,0,0,2373,0,35,not VIP
26,0,0,0,61,0,0,598,0,13,not VIP
91,0,0,0,978,1,0,452,0,10,not VIP
435,1,0,0,2351,2,0,460,0,36,not VIP
50,0,0,0,101,0,0,718,0,16,not VIP
148,0,0,0,390,0,0,265,0,31,not VIP
948,4,26,0,4461,3,0,220,2,37,not VIP
72,0,111,1,105,0,0,37,0,17,not VIP
131,1,0,0,1222,0,0,3876,0,4,not VIP
81,0,137,1,1335,0,35,352,0,84,not VIP
9,0,0,0,9,0,0,15,0,3,not VIP
13,0,0,0,75,0,0,62,0,4,not VIP
297,0,0,0,8233,4,27,529,0,36,not VIP
130,1,1203,2,1621,1,551,18,2,28,not VIP
78,0,71,0,753,0,0,5125,0,64,not VIP
5831,5,3671,3,34810,6,0,12949,4,18,VIP
157,0,0,0,754,0,0,955,0,15,not VIP
118,0,1,1,2614,2,0,272,0,58,not VIP
26,0,0,0,248,0,0,70,0,7,not VIP
118,0,261,1,8273,4,0,16069,2,47,not VIP
98,0,0,0,1892,2,0,2173,0,81,not VIP
118,0,0,0,1992,0,0,16250,0,12,not VIP
130,1,0,0,5545,4,0,10990,2,7,not VIP
183,1,0,0,550,0,0,11,0,9,not VIP
262,0,0,0,5444,3,155,611,1,47,not VIP
357,0,210,1,1815,2,13,2678,0,42,not VIP
22,0,26,0,111,0,0,41,0,3,not VIP
39,0,0,0,127,0,0,115,0,15,not VIP
689,3,0,0,7010,3,271,14358,3,71,not VIP
454,1,80,0,3586,2,0,320,0,69,not VIP
262,1,0,0,637,1,0,26,1,18,not VIP
164,1,0,0,15725,3,1333,596,1,26,not VIP
72,0,0,0,617,0,0,3698,0,19,not VIP
203,1,0,0,412,0,0,126,0,22,not VIP
131,1,0,1,383,0,0,441,0,14,not VIP
66,0,0,0,460,0,0,1351,0,3,not VIP
192,1,314,1,3074,2,0,3952,1,16,not VIP
163,0,0,0,431,0,624,52,0,10,not VIP
216,1,1328,4,6519,5,0,11625,4,29,VIP
105,0,98,0,286,0,54,1967,0,13,not VIP
393,0,0,0,8261,7,0,14818,0,29,not VIP
127,1,131,1,149,0,0,5,0,7,not VIP
107,0,0,0,146,0,0,86,0,4,not VIP
130,1,0,0,377,0,0,362,0,12,not VIP
105,1,0,0,1948,1,0,3995,0,10,not VIP
130,1,56,0,330,0,20,7,0,8,not VIP
412,3,2624,4,157610,8,2739,12112,5,61,not VIP
321,1,327,1,932,1,0,1716,0,13,not VIP
122,0,262,1,3207,3,0,3771,1,10,not VIP
391,2,223,1,3811,2,0,2639,0,7,not VIP
131,0,0,0,2667,1,0,1130,1,13,not VIP
354,1,92,0,4382,3,18,24849,0,61,not VIP
131,0,0,0,1854,2,0,330,0,18,not VIP
182,0,165,1,2143,2,0,6403,0,24,not VIP
21,0,0,0,186,0,0,1315,0,11,not VIP
69,0,0,0,251,0,0,58,0,11,not VIP
413,1,124,1,6223,3,0,781,0,34,not VIP
2895,3,1126,1,45758,4,0,2173,3,39,VIP
140,0,0,0,425,0,0,268,0,5,not VIP
301,1,0,0,562,1,0,216,1,5,not VIP
117,1,0,0,188,0,0,9,0,1,not VIP
214,1,290,2,1172,1,0,5786,0,23,not VIP
52,0,0,0,703,0,0,1120,0,6,not VIP
327,1,0,0,1298,1,0,1125,1,7,not VIP
20,0,0,0,175,0,0,88,0,12,not VIP
137,0,0,0,720,1,0,338,0,10,not VIP
39,0,0,0,133,0,0,878,0,4,not VIP
105,0,0,0,325,0,0,555,0,15,not VIP
93,0,0,0,182,0,817,320,0,30,not VIP
90,0,0,0,713,0,0,242,0,22,not VIP
78,0,0,0,513,1,3,86,0,5,not VIP
246,0,46,0,3049,3,44,1068,0,94,not VIP
157,0,0,0,1396,2,0,606,0,32,not VIP
65,0,0,0,124,0,26,12,0,8,not VIP
52,0,0,0,1250,1,0,380,0,4,not VIP
105,0,65,0,624,0,0,172,0,12,not VIP
698,4,184,1,4314,3,0,943,2,44,not VIP
2531,6,655,1,64810,6,0,22261,3,31,VIP
138,1,0,0,997,1,21,4028,0,12,not VIP
131,1,157,1,1052,1,197,256,0,28,not VIP
2835,6,0,1,59745,8,170,3143,2,162,VIP
585,2,0,0,9353,2,0,53,2,31,not VIP
66,0,0,0,249,0,0,373,0,5,not VIP
235,0,157,0,1603,0,0,1007,0,93,not VIP
118,1,198,1,202,0,0,10,0,15,not VIP
79,0,0,0,289,0,22,191,0,9,not VIP
151,0,0,0,1580,1,16,6497,0,25,not VIP
281,1,0,0,550,0,11,178,0,43,not VIP
105,0,262,1,838,0,0,1672,1,12,not VIP
65,0,0,0,236,0,0,36,0,4,not VIP
127,0,0,0,16754,8,0,23373,3,53,not VIP
24,0,0,0,270,0,0,999,0,3,not VIP
164,0,234,1,4155,1,0,2522,0,13,not VIP
177,0,13,0,2847,2,8,12591,0,34,not VIP
74,0,49,0,1261,0,0,699,0,27,not VIP
91,0,0,0,1139,1,0,2308,0,4,not VIP
79,0,26,0,182,0,0,109,0,26,not VIP
105,1,0,0,1077,1,0,257,0,19,not VIP
80,0,0,0,262,0,0,216,0,12,not VIP
187,0,137,1,878,1,9,636,0,13,VIP
13,0,0,0,104,0,0,37,0,11,not VIP
289,0,381,2,1368,1,13,115,1,71,not VIP
138,1,0,0,295,0,0,461,0,4,not VIP
66,0,0,0,213,0,0,367,0,1,not VIP
13,0,526,1,2347,1,0,480,1,18,not VIP
46,0,0,0,1531,0,0,2760,0,23,not VIP
79,0,0,0,210,0,0,52,0,4,not VIP
187,0,0,0,904,0,0,577,0,44,not VIP
216,0,79,0,2166,2,0,7908,0,19,not VIP
17,0,0,0,55,0,0,386,0,2,not VIP
59,0,34,0,154,0,0,1528,0,7,not VIP
39,0,0,0,233,0,0,785,0,3,not VIP
394,2,1,1,2460,2,0,139,1,32,not VIP
19,0,0,0,45,0,0,164,0,12,not VIP
20,0,0,0,180,0,0,1008,0,5,not VIP
132,1,0,0,380,0,0,22,0,10,not VIP
39,0,0,0,121,0,0,69,0,57,not VIP
22,0,0,0,103,0,0,1132,0,4,not VIP
132,1,334,1,172,0,356,10,0,11,not VIP
249,0,53,0,1775,0,6,247,0,52,not VIP
12,0,0,0,58,0,0,314,0,1,not VIP
692,3,0,0,10376,8,54,2244,2,57,not VIP
132,1,373,1,1202,1,27,47,1,14,not VIP
384,1,0,0,14632,5,72,1770,0,39,not VIP
33,0,33,0,584,1,0,117,0,3,not VIP
13,0,0,0,375,0,0,180,0,6,not VIP
41,0,26,0,361,0,0,140,0,27,not VIP
980,3,0,0,4505,2,275,864,2,66,not VIP
66,0,151,1,71,0,0,3,0,6,not VIP
273,1,1,1,1818,2,0,153,1,25,not VIP
390,1,117,0,5788,4,46,515,0,42,not VIP
21,0,0,0,23,0,0,20,0,7,not VIP
341,0,2089,6,8305,3,0,7872,4,81,not VIP
85,0,131,0,987,1,0,727,0,12,not VIP
197,1,0,0,3072,1,59,4334,0,15,not VIP
816,1,0,0,2816,1,0,70,1,28,not VIP
20,0,0,0,54,0,0,18,0,1,not VIP
1206,4,169,1,2838,0,0,834,0,89,not VIP
107,1,263,1,292,0,20,7,0,8,not VIP
246,0,125,1,2048,1,0,1007,0,96,not VIP
86,0,0,0,265,0,0,532,0,7,not VIP
65,0,26,0,440,0,0,389,0,227,not VIP
53,0,0,0,113,0,0,961,0,6,not VIP
716,2,590,2,16062,4,0,789,2,34,not VIP
115,0,0,0,539,0,0,1569,0,8,not VIP
79,0,0,0,1289,0,0,562,0,26,not VIP
32,0,0,0,278,0,0,57,0,6,not VIP
130,1,0,0,2915,1,0,3437,2,3,not VIP
324,0,66,0,1999,0,0,360,0,58,VIP
262,1,0,0,1026,1,0,90,1,1,not VIP
196,0,131,1,1304,1,0,4063,0,19,not VIP
64,0,0,0,300,0,0,533,0,6,not VIP
177,1,0,0,521,0,0,250,0,38,not VIP
145,1,0,0,17503,3,852,5578,1,15,not VIP
98,0,0,0,499,0,0,167,0,38,not VIP
105,1,0,0,1587,1,0,143,0,8,not VIP
334,0,0,0,712,0,0,321,0,34,not VIP
132,1,0,0,332,0,0,43,0,4,not VIP
118,0,4,1,5495,3,386,246,2,58,not VIP
26,0,0,0,181,0,0,78,0,28,not VIP
39,0,0,0,169,0,0,1605,0,3,not VIP
196,0,262,1,3405,1,0,864,1,88,not VIP
177,0,170,0,583,0,148,90,0,77,not VIP
155,0,472,2,1282,1,266,4507,0,23,not VIP
197,1,0,0,1843,2,728,263,1,27,not VIP
139,0,113,1,1621,1,0,213,0,24,not VIP
118,1,0,0,943,1,20,80,0,11,not VIP
26,0,0,0,132,0,0,143,0,4,not VIP
329,1,0,0,2543,2,0,123,1,5,not VIP
479,3,59,0,1138,0,0,36,0,26,not VIP
132,1,288,1,147,0,297,15,0,11,not VIP
178,0,0,0,995,1,10,277,0,30,not VIP
554,1,327,2,4494,3,3,3972,0,51,not VIP
85,0,0,0,242,0,16,1491,0,41,not VIP
197,1,0,0,537,0,0,60,0,10,not VIP
105,0,0,0,224,0,0,105,0,8,not VIP
20,0,0,0,47,0,0,2,0,3,not VIP
273,0,779,3,4863,4,0,542,2,97,not VIP
116,1,326,1,258,0,134,19,0,15,not VIP
132,1,0,0,358,0,0,52,0,3,not VIP
33,0,0,0,50,0,0,204,0,1,not VIP
39,0,0,0,694,1,0,144,0,11,not VIP
131,0,0,0,449,0,0,826,0,5,not VIP
145,1,0,0,448,0,0,183,0,10,not VIP
9,0,0,0,17,0,0,5,0,1,not VIP
78,0,0,0,427,0,26,1439,0,5,not VIP
22,0,0,0,39,0,0,21,0,12,not VIP
180,0,0,0,884,0,0,303,0,56,not VIP
308,1,130,1,460,0,0,46,0,19,VIP
199,0,53,0,699,0,0,218,0,52,not VIP
357,0,66,0,1463,0,0,288,0,72,not VIP
65,0,0,0,204,0,0,1641,0,9,not VIP
39,0,0,0,558,0,8,260,0,22,not VIP
167,0,1196,2,4044,2,260,279,2,101,not VIP
48,0,0,0,268,0,8,1617,0,47,not VIP
20,0,0,0,24,0,0,21,0,2,not VIP
203,0,131,1,1727,0,0,225,0,50,not VIP
59,0,0,0,246,0,0,134,0,28,not VIP
122,0,354,1,3302,3,451,829,1,17,not VIP
39,0,0,0,162,0,0,239,0,3,not VIP
183,1,260,1,5559,3,7,643,0,34,not VIP
398,1,0,0,13747,3,26,880,1,46,not VIP
14,0,0,0,54,0,0,266,0,6,not VIP
183,0,138,0,1137,0,0,6287,0,22,not VIP
26,0,0,0,31,0,0,29,0,5,not VIP
248,1,0,0,3760,1,0,341,0,9,not VIP
183,1,656,1,42955,10,713,661,8,132,VIP
157,0,92,0,1251,1,0,7425,0,21,not VIP
1201,3,0,1,5320,3,0,261,3,14,not VIP
179,0,0,0,3504,3,6,7140,0,36,not VIP
55,0,0,0,614,0,0,1106,0,33,not VIP
33,0,26,0,986,1,8,460,0,15,not VIP
38,0,0,0,244,0,0,622,0,3,not VIP
79,0,0,0,255,0,0,315,0,5,not VIP
274,2,524,1,10657,4,131,287,1,21,not VIP
317,1,229,1,1165,0,0,540,0,55,not VIP
18,0,0,0,40,0,0,7,0,1,not VIP
52,0,0,0,143,0,0,75,0,11,not VIP
1822,4,1050,2,25432,6,8,14482,4,32,VIP
124,0,0,0,1176,1,0,2025,0,33,not VIP
267,0,144,0,3328,2,8,876,0,98,not VIP
131,0,228,1,432,0,232,21,0,15,not VIP
69,0,52,0,280,0,0,1620,0,28,not VIP
51,0,0,0,429,0,39,206,0,5,not VIP
62,0,0,0,756,0,0,908,0,17,not VIP
92,0,0,0,2444,2,307,6329,1,30,not VIP
87,0,137,1,557,1,0,159,0,33,not VIP
183,1,0,0,574,0,32,264,0,22,not VIP
131,1,0,0,131,0,0,2,0,9,not VIP
58,0,0,0,1154,0,0,10039,0,18,not VIP
514,1,5209,2,24183,4,4832,2617,4,18,not VIP
656,1,0,0,10529,1,0,382,1,11,VIP
262,2,0,0,1208,1,0,347,0,11,not VIP
352,1,0,0,5542,3,6,6620,1,19,not VIP
183,1,0,0,1106,1,0,33,0,4,not VIP
39,0,0,0,82,0,0,577,0,6,not VIP
263,1,0,0,1358,1,0,93,1,10,not VIP
33,0,0,0,72,0,0,191,0,6,not VIP
738,5,0,0,2831,0,0,131,0,31,not VIP
119,0,85,0,533,0,0,453,0,100,not VIP
213,0,118,1,1178,0,0,3485,0,14,not VIP
176,0,59,0,1035,0,0,350,0,144,not VIP
109,1,0,0,298,0,0,4,0,3,not VIP
203,0,0,0,555,0,20,512,0,36,not VIP
130,1,0,0,652,1,0,1895,0,4,not VIP
168,0,39,0,864,0,0,3771,0,45,not VIP
163,0,0,0,557,0,0,289,0,28,not VIP
261,0,0,0,1925,1,0,12835,0,100,not VIP
20,0,210,1,315,0,0,309,0,2,not VIP
150,0,0,0,1761,2,0,312,0,10,not VIP
385,1,0,0,1034,1,0,1658,1,3,not VIP
263,1,0,0,1742,2,0,62,1,3,not VIP
236,1,0,0,1230,2,0,148,0,8,not VIP
458,1,0,0,8006,3,14,11088,0,44,not VIP
258,1,0,0,632,0,0,47,0,20,not VIP
392,2,394,1,6996,2,23,546,0,39,not VIP
130,1,260,1,829,1,0,94,0,12,not VIP
218,1,105,0,630,0,0,314,0,47,not VIP
130,1,567,1,6014,1,0,533,1,30,not VIP
130,1,130,1,1500,0,0,3996,0,57,not VIP
132,1,0,0,3891,1,0,50,0,7,not VIP
118,0,420,2,9148,4,0,1270,0,59,not VIP
384,1,0,0,6919,2,16,217,1,6,not VIP
13,0,45,0,103,0,0,1374,0,11,not VIP
91,0,0,0,330,0,0,35,0,19,not VIP
20,0,0,0,375,0,0,4867,0,15,not VIP
2571,5,0,0,25676,4,0,1069,5,57,VIP
153,0,0,0,665,0,0,545,0,26,not VIP
52,0,66,0,546,0,89,977,0,69,not VIP
163,0,456,1,5664,2,0,3161,1,20,not VIP
17,0,0,0,51,0,0,391,0,1,not VIP
65,0,0,0,2094,1,176,5887,0,15,not VIP
256,1,360,2,8537,4,0,1300,0,43,not VIP
130,1,0,0,160,0,29,5,0,7,not VIP
124,1,39,0,170,0,20,6,0,6,not VIP
