dep_amt ,dep_days_greater100e,wth_amt ,wth_days_greatter100e,stake_amt,stake_days_greater500e,paid_bonus,no_bets,abs_ggr_days_greater200e,no_logins,vip
3875,7,5627,5,46487,7,33,1487,6,55,VIP
187,0,0,0,3675,3,315,385,1,40,not VIP
54,0,0,0,174,0,0,52,0,5,not VIP
215,2,0,0,215,0,0,12,0,12,not VIP
60,0,0,0,108,0,0,96,0,82,not VIP
138,0,170,0,1003,0,0,493,0,45,not VIP
108,1,106,2,310,0,0,4,0,8,not VIP
21,0,0,0,42,0,0,17,0,27,not VIP
26,0,0,0,124,0,0,715,0,82,not VIP
113,0,86,0,431,0,105,70,0,63,not VIP
108,1,0,0,108,0,0,1,0,4,not VIP
107,1,144,1,183,0,0,16,0,9,not VIP
108,1,0,0,108,0,0,2,0,4,not VIP
20,0,0,0,41,0,0,16,0,40,not VIP
334,3,0,0,319,0,0,7,0,9,not VIP
73,0,0,0,356,0,0,562,0,24,not VIP
18,0,0,0,52,0,0,43,0,52,not VIP
42,0,0,0,59,0,0,61,0,77,not VIP
107,0,105,0,140,0,0,52,0,25,not VIP
256,1,538,1,3541,2,717,127,0,37,not VIP
103,1,0,0,1451,2,0,32,1,5,not VIP
154,1,339,1,337,0,181,48,0,5,not VIP
108,1,120,1,384,0,204,10,1,8,not VIP
27,0,0,0,474,0,142,24,0,18,not VIP
47,0,0,0,281,0,0,888,0,12,not VIP
128,0,21,0,464,0,0,144,0,51,not VIP
52,0,69,0,190,0,0,244,0,48,not VIP
129,0,0,0,3020,1,0,360,0,5,not VIP
548,1,0,0,5838,1,0,91,1,1,VIP
52,0,217,1,1760,2,0,221,0,46,not VIP
54,0,92,0,1093,1,159,472,0,27,not VIP
54,0,43,0,353,0,0,4693,0,11,not VIP
108,1,0,0,108,0,0,2,0,19,not VIP
64,0,0,0,111,0,0,123,0,73,not VIP
107,0,0,0,161,0,0,16,0,31,not VIP
41,0,0,0,72,0,0,279,0,14,not VIP
100,0,141,1,100,0,25,14,0,8,not VIP
108,1,267,1,256,0,164,94,0,9,not VIP
269,1,52,0,1365,0,0,498,0,48,not VIP
231,0,0,0,883,0,0,1294,0,6,not VIP
21,0,0,0,21,0,0,15,0,8,not VIP
17,0,0,0,76,0,0,210,0,147,not VIP
703,3,629,2,18435,3,0,493,2,22,not VIP
108,1,110,2,108,0,0,1,0,7,not VIP
37,0,0,0,98,0,0,26,0,5,not VIP
77,0,32,0,941,0,0,7143,0,63,not VIP
8,0,0,0,27,0,0,203,0,180,not VIP
97,0,43,0,344,0,0,257,0,19,not VIP
108,1,350,2,108,0,356,154,0,13,not VIP
108,1,0,0,401,0,5,32,1,9,not VIP
108,1,0,0,108,0,0,1,0,2,not VIP
108,1,0,0,510,0,0,8,1,22,not VIP
16,0,927,3,7468,4,0,4949,3,46,not VIP
25,0,0,0,28,0,0,22,0,130,not VIP
108,1,327,2,255,0,408,53,0,47,not VIP
460,1,488,2,1863,0,0,9170,0,79,not VIP
36,0,0,0,90,0,0,134,0,17,not VIP
108,1,0,0,292,0,0,65,0,2,not VIP
108,1,0,0,468,0,0,2,2,5,not VIP
808,4,416,2,1770,2,0,69,2,22,not VIP
108,1,218,1,207,0,0,3,0,9,not VIP
108,1,0,0,108,0,0,1,0,2,not VIP
339,2,705,2,3714,3,0,233,1,16,not VIP
718,3,502,2,6112,4,0,753,1,48,not VIP
38,0,0,0,132,0,0,294,0,8,not VIP
21,0,0,0,152,0,0,184,0,21,not VIP
1079,1,0,0,1079,1,0,1,1,5,not VIP
170,1,0,0,631,1,12,45,0,39,not VIP
186,0,0,0,285,0,0,194,0,44,not VIP
217,1,0,0,2696,2,21,1032,0,23,not VIP
42,0,0,0,3077,1,0,534,2,109,not VIP
63,0,67,0,90,0,0,247,0,10,not VIP
54,0,106,1,59,0,0,3,0,8,not VIP
538,1,0,0,1783,1,5,1715,1,29,not VIP
261,1,100,1,10197,2,0,469,2,84,not VIP
155,1,124,1,581,0,128,33,0,10,not VIP
96,0,0,0,705,0,11,376,0,21,not VIP
194,1,0,0,3352,3,0,514,0,31,not VIP
246,0,53,0,2453,3,0,446,0,20,not VIP
222,1,249,1,491,0,118,51,0,7,not VIP
1281,4,265,1,18350,7,328,858,2,35,not VIP
38,0,0,0,495,0,0,545,0,6,not VIP
77,0,0,0,235,0,0,951,0,212,not VIP
25,0,0,0,81,0,0,26,0,154,not VIP
86,0,0,0,351,0,0,819,0,38,not VIP
108,1,0,0,108,0,0,1,0,3,not VIP
122,0,21,0,177,0,0,25,0,47,not VIP
41,0,98,0,98,0,0,24,0,49,not VIP
107,1,265,1,472,0,0,11,0,14,not VIP
42,0,0,0,126,0,0,142,0,87,not VIP
130,1,302,1,1040,1,0,768,0,1,not VIP
104,0,585,2,2421,1,196,1129,0,94,not VIP
144,1,0,0,629,1,0,138,0,12,not VIP
48,0,42,0,466,0,0,1987,0,67,not VIP
338,2,213,2,14163,6,0,1975,0,50,not VIP
213,1,0,0,1167,1,0,316,0,4,not VIP
212,0,64,0,692,0,0,246,0,218,not VIP
102,0,0,0,533,0,0,261,0,94,not VIP
57,0,42,0,840,1,0,132,0,44,not VIP
244,1,0,0,1179,1,378,136,1,40,not VIP
1597,5,529,1,89673,8,779,1226,8,72,not VIP
2158,7,0,0,9474,6,0,1492,7,41,VIP
11,0,0,0,26,0,0,107,0,6,not VIP
48,0,0,0,158,0,0,597,0,434,not VIP
244,0,182,0,3553,3,80,35679,0,162,not VIP
852,1,0,0,1916,1,0,3,1,2,not VIP
106,1,0,0,115,0,5,26,0,16,not VIP
27,0,0,0,27,0,0,1,0,2,not VIP
159,1,0,0,1975,1,0,135,0,11,not VIP
27,0,0,0,27,0,0,1,0,2,not VIP
27,0,90,0,27,0,0,1,0,4,not VIP
137,0,0,0,1104,1,0,2236,0,21,not VIP
104,0,0,0,458,0,0,1077,0,133,not VIP
99,0,0,0,421,0,0,209,0,10,not VIP
441,0,207,1,10673,7,0,47280,0,147,not VIP
106,1,547,2,902,0,21,44,1,25,not VIP
53,0,0,0,59,0,0,207,0,225,not VIP
184,0,0,0,550,0,0,445,0,458,not VIP
102,0,0,0,234,0,0,119,0,38,not VIP
100,0,168,0,3799,3,0,524,0,35,not VIP
26,0,0,0,90,0,15,353,0,7,not VIP
120,1,291,1,404,0,0,11,0,13,not VIP
1941,9,264,1,3998,3,0,46,6,61,VIP
95,0,0,0,249,0,0,35,0,48,not VIP
208,0,0,0,610,0,0,2054,0,20,not VIP
106,1,824,2,672,0,629,17,0,34,not VIP
53,0,206,1,1300,1,4,336,0,92,not VIP
28,0,21,0,179,0,0,43,0,13,not VIP
11,0,0,0,11,0,0,5,0,3,not VIP
106,1,222,1,106,0,0,1,0,6,not VIP
1608,5,0,0,22581,5,0,1784,4,73,VIP
106,1,0,0,106,0,0,1,0,2,not VIP
147,1,190,1,97,0,9,5,0,36,not VIP
117,1,734,2,235,0,860,10,0,12,not VIP
95,0,0,0,193,0,0,4,0,7,not VIP
132,1,0,0,24783,7,286,4566,1,36,not VIP
85,0,0,0,224,0,0,154,1,13,not VIP
275,1,0,0,1717,2,19,105,0,27,not VIP
115,0,0,0,269,0,0,241,0,78,not VIP
90,0,32,0,2852,3,0,958,0,30,not VIP
63,0,0,0,436,0,27,1268,0,12,not VIP
233,0,206,2,7584,4,21,2288,1,52,not VIP
317,1,0,0,4207,2,0,736,1,15,not VIP
776,3,136,2,91564,7,0,1180,6,62,not VIP
352,1,463,1,8251,4,890,4658,1,51,not VIP
26,0,314,1,269,0,122,83,0,61,not VIP
169,1,0,0,306,0,0,40,0,14,not VIP
106,1,342,2,106,0,0,1,1,10,not VIP
84,0,11,0,242,0,0,142,0,170,not VIP
508,2,0,0,270,0,0,2,1,5,not VIP
374,1,375,2,4361,4,0,780,0,35,not VIP
599,1,333,2,6443,6,0,49377,0,98,not VIP
18,0,0,0,28,0,0,86,0,7,not VIP
17,0,0,0,108,0,0,228,0,226,not VIP
247,0,0,0,776,0,3,199,1,162,not VIP
106,0,0,0,105,0,6,6,0,18,not VIP
348,0,317,1,4361,3,30,1411,1,37,not VIP
106,1,0,0,106,0,0,1,0,1,not VIP
159,1,0,0,608,1,0,256,0,1,not VIP
26,0,26,0,152,0,0,346,0,23,not VIP
106,1,106,1,106,0,0,1,0,12,not VIP
261,1,106,1,768,0,19,258,0,63,not VIP
11,0,0,0,20,0,0,22,0,1,not VIP
86,0,0,0,162,0,0,698,0,111,not VIP
21,0,0,0,48,0,0,18,0,1,not VIP
70,0,0,0,440,0,0,1304,0,15,not VIP
631,4,1085,4,652,0,0,6,2,43,not VIP
181,0,0,0,1226,0,0,6732,0,27,not VIP
2030,4,3593,6,136447,10,0,1893,9,225,VIP
78,0,31,0,1822,1,0,473,0,40,not VIP
7,0,0,0,7,0,0,4,0,9,not VIP
410,1,351,1,4814,4,0,33685,0,44,not VIP
31,0,52,0,123,0,0,28,0,7,not VIP
5,0,0,0,32,0,0,142,0,92,not VIP
127,1,0,0,271,0,0,103,0,11,not VIP
15,0,0,0,197,0,0,57,0,2,not VIP
106,0,85,0,1120,1,0,482,0,14,not VIP
52,0,0,0,64,0,0,25,0,9,not VIP
57,0,31,0,309,0,2,112,0,77,not VIP
106,0,0,0,300,0,0,226,0,148,not VIP
37,0,53,0,646,0,0,127,0,160,not VIP
58,0,0,0,407,0,0,49,0,7,not VIP
62,0,98,0,62,0,0,12,0,5,not VIP
177,1,136,1,430,0,0,95,0,15,not VIP
60,0,0,0,176,0,0,520,0,13,not VIP
429,1,310,1,3806,3,320,555,0,45,not VIP
128,0,161,1,1443,1,0,558,0,53,not VIP
142,0,0,0,2545,2,0,4236,0,21,not VIP
676,3,159,1,2911,3,0,112,1,47,not VIP
290,0,303,1,1349,1,1,5147,0,56,not VIP
21,0,0,0,48,0,0,17,0,45,not VIP
106,1,202,1,737,0,0,8,2,10,not VIP
148,0,0,0,234,0,0,110,0,16,not VIP
124,0,52,0,1355,0,4,209,0,192,not VIP
106,1,0,0,106,0,0,1,0,3,not VIP
26,0,74,0,52,0,0,18,0,35,not VIP
42,0,0,0,220,0,0,2353,0,12,not VIP
21,0,21,0,1534,1,0,126,0,15,not VIP
139,0,154,1,139,0,0,7,0,10,not VIP
353,0,581,4,4518,4,0,333,1,62,not VIP
130,0,0,0,1160,1,0,372,0,223,not VIP
111,1,1,1,590,1,0,2044,0,15,not VIP
10,0,0,0,93,0,0,19,0,82,not VIP
212,2,0,0,465,0,0,993,0,7,not VIP
159,1,0,0,601,1,0,154,0,18,not VIP
64,0,0,0,936,1,0,684,0,3,not VIP
112,0,102,1,2170,2,0,277,0,12,not VIP
5,0,0,0,9,0,0,22,0,6,not VIP
378,1,947,1,8626,4,0,1183,1,46,not VIP
143,1,0,0,517,1,0,112,0,13,not VIP
220,0,41,0,794,0,0,1421,0,37,not VIP
221,0,21,0,5735,3,8,2964,0,52,not VIP
52,0,419,1,9459,2,462,14230,0,45,not VIP
712,1,0,0,13774,1,0,137,1,19,not VIP
77,0,67,0,303,0,0,453,0,7,not VIP
103,0,0,0,915,1,163,122,0,15,not VIP
106,1,0,0,199,0,0,22,0,2,not VIP
26,0,11,0,290,0,0,212,0,8,not VIP
128,0,0,0,552,0,0,401,0,25,not VIP
132,1,0,0,132,0,0,5,0,6,not VIP
21,0,0,0,29,0,0,37,0,10,not VIP
1529,5,0,0,13430,5,0,1408,3,33,VIP
187,0,0,0,1631,0,0,11339,0,55,not VIP
11,0,0,0,31,0,0,60,0,4,not VIP
47,0,345,1,2946,3,0,385,0,30,not VIP
16,0,0,0,34,0,0,191,0,10,not VIP
58,0,0,0,178,0,0,572,0,10,not VIP
161,0,0,0,322,0,0,27,0,23,not VIP
601,3,102,1,12133,4,96,8310,0,59,not VIP
106,1,665,2,112,0,8,12,0,20,not VIP
100,0,144,0,869,0,0,235,0,26,not VIP
658,1,309,1,1032,1,0,31,0,19,not VIP
773,1,0,0,3075,1,0,100,1,4,not VIP
132,1,0,0,132,0,0,1,0,2,not VIP
715,3,822,2,8281,5,0,12947,2,78,not VIP
106,1,0,0,233,0,0,2,0,3,not VIP
52,0,0,0,284,0,0,142,0,260,not VIP
318,1,16,0,513,0,0,80,0,59,not VIP
43,0,0,0,38,0,0,217,0,75,not VIP
160,0,0,0,887,1,0,468,0,9,not VIP
300,1,0,0,3521,3,3,8064,1,52,not VIP
105,0,0,0,549,0,0,148,0,20,not VIP
22,0,85,0,112,0,0,674,0,4,not VIP
124,0,88,0,1915,0,0,484,0,26,not VIP
103,1,72,0,107,0,0,22,0,12,not VIP
88,0,0,0,201,0,0,140,0,47,not VIP
114,0,114,1,845,0,0,84,0,33,not VIP
86,0,54,0,538,0,0,134,0,15,not VIP
10,0,5,0,12,0,0,5,0,4,not VIP
392,2,47,0,717,0,0,365,0,57,not VIP
105,1,0,0,105,0,0,1,0,1,not VIP
105,1,0,0,240,0,0,6,0,5,not VIP
29,0,0,0,0,0,0,0,0,11,not VIP
43,0,0,0,34,0,0,62,0,52,not VIP
83,0,31,0,470,0,0,5401,0,10,not VIP
73,0,0,0,497,0,0,204,0,127,not VIP
170,0,221,1,906,0,0,198,0,13,not VIP
10,0,0,0,10,0,0,10,0,6,not VIP
334,1,461,2,1209,0,112,155,0,84,not VIP
73,0,0,0,179,0,0,272,0,124,not VIP
25,0,37,0,42,0,4,216,0,105,not VIP
105,1,0,0,105,0,0,1,0,2,not VIP
10,0,0,0,22,0,0,8,0,4,not VIP
149,1,102,1,2075,2,39,2598,2,18,not VIP
209,1,617,2,260,0,0,4,1,12,not VIP
51,0,0,0,177,0,0,371,0,174,not VIP
46,0,21,0,365,0,4,83,0,58,not VIP
133,0,0,0,383,0,0,165,0,44,not VIP
176,0,0,0,656,0,0,3936,0,23,not VIP
33,0,105,1,272,0,0,151,0,6,not VIP
100,0,0,0,2656,3,0,574,0,49,not VIP
105,1,0,0,273,0,16,17,0,13,not VIP
105,1,464,1,513,0,0,7,1,13,not VIP
81,0,0,0,145,0,0,86,0,53,not VIP
105,1,0,0,270,0,0,5,0,6,not VIP
220,0,5,0,469,0,0,51,0,27,not VIP
118,0,0,0,2409,2,20,593,0,19,not VIP
48,0,0,0,715,1,0,1160,0,7,not VIP
104,1,103,1,104,0,0,4,0,3,not VIP
78,0,0,0,5210,5,0,18648,1,24,not VIP
103,0,0,0,1385,1,6,717,0,32,not VIP
62,0,0,0,190,0,0,305,0,43,not VIP
176,1,299,1,961,1,0,137,0,33,not VIP
342,1,0,0,354,0,3,21,1,42,not VIP
1588,4,412,1,18371,4,0,957,3,37,not VIP
463,1,0,0,463,0,0,12,1,11,not VIP
3898,10,1821,3,51144,10,1014,685,8,70,VIP
240,0,0,0,4711,3,0,182,0,8,not VIP
207,1,0,0,336,0,0,8,1,1,not VIP
43,0,26,0,183,0,15,113,0,71,not VIP
143,0,247,1,830,0,207,1579,0,84,not VIP
104,1,0,0,104,0,0,1,0,1,not VIP
5,0,0,0,8,0,0,9,0,51,not VIP
41,0,0,0,160,0,0,235,0,25,not VIP
111,0,0,0,473,0,0,3855,0,41,not VIP
104,1,0,0,167,0,0,17,0,5,not VIP
109,0,0,0,551,0,0,526,0,101,not VIP
104,1,103,1,374,0,15,21,0,20,not VIP
218,0,0,0,1700,1,0,5054,0,48,not VIP
398,2,0,0,1554,1,0,72,0,18,not VIP
104,1,433,2,114,0,263,130,0,9,not VIP
72,0,20,0,1107,1,8,421,0,139,not VIP
104,1,103,1,405,0,0,590,0,55,not VIP
69,0,62,0,212,0,0,30,0,6,not VIP
114,1,0,0,114,0,0,3,0,6,not VIP
104,1,191,1,116,0,21,15,0,6,not VIP
98,0,26,0,355,0,0,3810,0,21,not VIP
114,1,0,0,114,0,0,2,0,3,not VIP
104,1,0,0,418,0,0,31,0,1,not VIP
146,0,77,0,1010,0,0,5887,0,23,not VIP
126,0,109,1,615,0,0,100,0,17,not VIP
273,1,0,0,581,0,0,41,0,23,not VIP
113,0,0,0,1136,1,0,226,0,113,not VIP
43,0,21,0,507,0,0,428,0,25,not VIP
261,1,0,0,2621,1,0,255,0,23,not VIP
52,0,62,0,486,0,0,1197,0,5,not VIP
82,0,211,1,923,1,163,213,0,31,not VIP
722,1,0,0,2375,1,0,89,1,3,not VIP
105,0,0,0,1096,1,0,1332,0,10,not VIP
31,0,0,0,198,0,0,1478,0,6,not VIP
155,1,333,1,1322,1,193,31,0,5,not VIP
633,2,1307,4,5584,4,0,2021,2,34,not VIP
10,0,0,0,10,0,0,2,0,3,not VIP
335,1,0,0,1702,1,0,3522,1,4,not VIP
129,1,0,0,2417,1,0,4669,0,6,not VIP
26,0,0,0,83,0,0,268,0,84,not VIP
110,0,982,3,2432,2,0,2360,1,125,not VIP
103,1,0,0,597,0,0,10,1,12,not VIP
69,0,0,0,398,0,3,587,0,23,not VIP
103,1,0,0,950,0,0,10,2,11,not VIP
167,1,242,1,293,0,7,9,0,16,not VIP
102,0,123,0,102,0,0,13,0,7,not VIP
103,1,394,1,293,0,301,98,0,12,not VIP
465,1,514,2,6366,3,0,8349,0,10,not VIP
158,0,103,0,3806,3,0,9859,0,28,not VIP
41,0,0,0,244,0,0,107,0,120,not VIP
91,0,75,0,1121,0,0,7813,0,28,not VIP
10,0,0,0,10,0,0,9,0,3,not VIP
52,0,71,0,84,0,0,8,0,7,not VIP
156,0,0,0,620,0,0,74,0,60,not VIP
212,1,210,1,236,0,0,3,1,7,not VIP
257,1,580,1,7556,2,258,1112,1,112,not VIP
103,1,207,1,322,0,0,149,0,11,not VIP
104,1,268,1,259,0,0,19,0,13,not VIP
103,1,833,2,999,1,697,107,0,25,not VIP
26,0,0,0,261,0,0,164,0,454,not VIP
61,0,0,0,560,1,0,90,0,10,not VIP
103,1,71,0,104,0,0,11,0,3,not VIP
519,1,405,0,1752,0,0,669,0,132,not VIP
324,0,346,1,1881,0,0,4947,0,47,not VIP
103,0,0,0,179,0,0,157,0,268,not VIP
151,0,240,0,225,0,47,174,0,81,not VIP
20,0,5,0,70,0,3,61,0,60,not VIP
103,1,0,0,237,0,0,15,0,12,not VIP
468,2,10,0,5330,2,0,2199,0,36,not VIP
54,0,0,0,113,0,0,70,0,73,not VIP
93,0,0,0,168,0,0,8,0,3,not VIP
76,0,0,0,120,0,0,211,0,52,not VIP
43,0,0,0,260,0,0,135,0,23,not VIP
30,0,0,0,150,0,0,68,0,3,not VIP
103,1,0,0,103,0,0,1,0,2,not VIP
267,1,113,1,1914,2,0,8979,0,43,not VIP
103,1,0,0,445,0,0,841,0,15,not VIP
21,0,0,0,69,0,0,19,0,22,not VIP
103,1,0,0,103,0,0,1,0,2,not VIP
103,0,0,0,456,0,0,42,0,66,not VIP
103,1,778,2,762,0,742,40,0,17,not VIP
8,0,0,0,12,0,0,77,0,2,not VIP
844,4,1326,2,6863,6,0,18050,2,67,not VIP
840,4,0,0,3573,3,0,49,1,64,not VIP
387,1,0,0,480,0,0,8,1,1,not VIP
244,0,376,1,3810,2,0,520,0,75,not VIP
21,0,0,0,43,0,0,104,0,2,not VIP
26,0,21,0,302,0,0,4310,0,77,not VIP
222,1,0,0,412,0,0,73,1,1,not VIP
123,0,0,0,1936,2,0,8383,0,30,not VIP
21,0,64,0,31,0,0,7,0,32,not VIP
51,0,314,1,516,0,0,1154,1,22,not VIP
419,1,401,1,2641,2,0,947,2,21,not VIP
116,0,0,0,635,0,0,6474,0,16,not VIP
173,0,301,1,2150,2,72,813,1,16,not VIP
129,0,0,0,545,0,0,671,0,289,not VIP
85,0,81,0,392,0,0,525,0,111,not VIP
105,1,0,0,110,0,0,1,0,3,not VIP
151,0,0,0,549,0,5,142,0,29,not VIP
103,1,0,0,414,0,0,6,1,7,not VIP
72,0,247,1,188,0,26,6,0,11,not VIP
139,1,0,0,344,0,0,76,0,10,not VIP
145,0,200,1,1541,1,0,4271,0,27,not VIP
103,1,20,0,150,0,0,48,0,11,not VIP
103,1,0,0,144,0,31,19,0,5,not VIP
61,0,67,0,283,0,1,73,0,21,not VIP
129,0,216,1,244,0,0,151,0,88,not VIP
82,0,31,0,769,0,0,5852,0,10,not VIP
833,3,0,0,5430,4,0,1049,1,47,VIP
175,1,33,0,1462,1,0,11020,0,32,not VIP
26,0,0,0,81,0,0,8,0,30,not VIP
204,0,0,0,3143,3,0,369,1,16,not VIP
126,0,0,0,533,0,20,644,0,22,not VIP
72,0,59,0,1066,0,0,8541,0,21,not VIP
38,0,26,0,262,0,0,373,0,25,not VIP
77,0,0,0,544,0,0,4684,0,15,not VIP
108,0,0,0,1492,0,0,425,0,32,not VIP
195,1,0,0,1066,1,0,108,0,31,not VIP
156,1,273,1,261,0,118,35,0,6,not VIP
44,0,0,0,183,0,0,66,0,20,not VIP
318,1,1179,5,32801,8,0,28951,4,146,not VIP
125,0,154,1,1378,1,0,176,0,13,not VIP
334,1,77,0,4673,4,36,681,1,42,not VIP
76,0,66,0,1322,1,0,182,0,10,not VIP
236,1,236,1,4296,1,0,133,0,7,not VIP
99,0,109,1,128,0,0,13,0,13,not VIP
101,0,152,1,1921,0,0,50,0,80,not VIP
213,1,126,0,1071,1,27,203,0,330,not VIP
20,0,0,0,248,0,20,19,0,33,not VIP
103,1,156,1,408,0,0,77,0,18,not VIP
72,0,196,1,192,0,0,13,0,11,not VIP
52,0,0,0,31,0,0,14,0,25,not VIP
103,1,264,1,914,0,12,21,1,9,not VIP
247,1,0,0,643,1,0,608,1,1,not VIP
61,0,46,0,767,0,0,377,0,12,not VIP
103,1,132,1,103,0,46,21,0,12,not VIP
56,0,277,1,1615,1,0,5581,0,116,not VIP
103,1,0,0,1220,1,0,203,0,5,not VIP
60,0,0,0,228,0,0,1396,0,56,not VIP
693,2,391,1,2315,1,18,426,0,161,not VIP
122,0,0,0,366,0,0,481,0,95,not VIP
103,1,593,2,1964,1,4,335,0,99,not VIP
51,0,0,0,51,0,0,1,0,1,not VIP
103,1,0,0,103,0,0,1,0,2,not VIP
332,2,200,1,1838,1,2,1289,0,24,not VIP
54,0,0,0,551,0,0,176,0,23,not VIP
63,0,0,0,78,0,0,38,0,120,not VIP
51,0,0,0,152,0,0,34,0,6,not VIP
110,1,0,0,208,0,0,246,0,10,not VIP
154,1,0,0,768,1,18,1991,0,5,not VIP
81,0,0,0,491,0,0,2883,0,23,not VIP
10,0,0,0,26,0,0,191,0,3,not VIP
458,1,324,1,2574,3,0,18,2,15,not VIP
20,0,0,0,102,0,0,455,0,11,not VIP
51,0,0,0,51,0,0,1,0,3,not VIP
101,0,0,0,241,0,0,112,0,30,not VIP
82,0,0,0,2587,2,0,228,1,2,not VIP
123,1,0,0,123,0,0,3,0,4,not VIP
50,0,21,0,75,0,0,32,0,96,not VIP
26,0,0,0,72,0,0,364,0,71,not VIP
537,3,0,0,6582,4,0,3613,0,31,not VIP
204,1,0,0,798,1,0,1368,1,2,not VIP
164,1,285,1,520,0,0,235,0,11,not VIP
56,0,66,0,471,0,0,1979,0,16,not VIP
123,0,599,1,1550,0,7,7134,1,63,not VIP
35,0,161,0,306,0,95,277,0,339,not VIP
51,0,0,0,161,0,0,49,0,90,not VIP
72,0,0,0,212,0,0,85,0,2,not VIP
97,0,0,0,97,0,0,46,0,83,not VIP
96,0,0,0,1242,0,0,6821,0,13,not VIP
101,0,102,1,726,1,0,74,0,16,not VIP
926,1,0,0,4613,1,0,154,1,1,not VIP
167,0,20,0,398,0,20,101,0,52,not VIP
213,1,0,0,3207,2,0,677,0,24,not VIP
103,1,150,1,299,0,0,3,1,4,not VIP
20,0,71,0,163,0,0,34,0,120,not VIP
117,0,0,0,349,0,0,793,0,19,not VIP
103,1,0,0,103,0,0,1,0,2,not VIP
151,0,297,1,3166,2,363,409,0,53,not VIP
1010,4,0,0,3647,4,0,1512,2,9,VIP
103,1,153,1,1448,1,0,191,0,10,not VIP
103,1,0,0,375,0,0,281,0,1,not VIP
206,1,0,0,569,1,0,45,1,1,not VIP
130,0,0,0,3804,3,0,12671,0,53,not VIP
103,1,254,1,519,0,0,56,0,22,not VIP
72,0,0,0,550,1,8,43,0,5,not VIP
1208,2,0,0,9657,3,0,3989,1,25,VIP
208,0,0,0,1088,1,0,4717,0,19,VIP
10,0,0,0,43,0,15,42,0,18,not VIP
510,2,374,2,9823,3,82,849,0,81,not VIP
102,1,0,0,302,0,0,3,1,5,not VIP
958,4,783,3,6647,4,0,2454,3,128,not VIP
203,2,0,0,326,0,22,8,0,7,not VIP
109,0,0,0,434,0,0,1151,0,21,not VIP
152,1,0,0,1896,2,399,504,1,31,not VIP
41,0,0,0,478,0,0,83,0,25,not VIP
370,0,471,2,1373,0,0,671,0,91,not VIP
306,0,50,0,3781,2,0,2977,0,66,not VIP
640,3,0,0,3338,3,28,8086,2,21,not VIP
476,2,697,3,3437,1,0,5896,2,101,not VIP
153,1,516,1,219,0,0,172,1,13,not VIP
43,0,0,0,182,0,0,145,0,89,not VIP
51,0,38,0,263,0,0,131,0,60,not VIP
153,1,273,1,167,0,0,9,0,20,not VIP
154,0,77,0,1333,0,31,12144,0,45,not VIP
627,2,499,1,5974,2,36,83,2,12,not VIP
76,0,0,0,347,0,0,688,0,254,not VIP
108,0,0,0,1006,1,0,116,0,4,not VIP
47,0,81,0,51,0,0,15,0,59,not VIP
69,0,0,0,312,0,0,65,0,120,not VIP
21,0,0,0,21,0,0,6,0,28,not VIP
40,0,0,0,313,0,0,254,0,6,not VIP
479,1,388,1,4618,2,0,738,2,42,not VIP
25,0,27,0,25,0,0,8,0,3,not VIP
102,1,175,1,428,0,0,81,0,12,not VIP
102,1,364,1,112,0,0,108,0,8,not VIP
71,0,0,0,338,0,0,28,0,8,not VIP
46,0,0,0,105,0,0,78,0,9,not VIP
111,0,44,0,2342,3,211,393,0,26,not VIP
61,0,49,0,179,0,0,104,0,265,not VIP
131,0,0,0,343,0,0,74,0,16,not VIP
1711,1,0,0,9484,1,0,693,1,7,VIP
25,0,263,1,468,0,0,11,0,49,not VIP
76,0,0,0,182,0,0,59,0,13,not VIP
21,0,0,0,90,0,0,31,0,6,not VIP
153,1,0,0,620,1,0,460,0,1,not VIP
20,0,60,0,136,0,0,759,0,4,not VIP
203,1,1901,5,1874,0,1178,61,6,219,not VIP
81,0,0,0,230,0,0,49,0,6,not VIP
995,2,502,1,31187,4,0,5601,4,23,not VIP
106,0,28,0,5327,1,0,419,1,41,not VIP
25,0,0,0,635,1,0,2053,0,8,not VIP
153,1,201,1,1927,2,0,58,0,21,not VIP
98,0,0,0,546,0,1,3310,0,74,not VIP
401,0,157,0,1874,0,0,7617,0,46,not VIP
102,1,187,1,146,0,0,5,0,8,not VIP
102,1,0,0,102,0,0,1,0,3,not VIP
41,0,0,0,663,1,0,438,0,57,not VIP
151,0,0,0,18660,3,74,511,2,203,not VIP
41,0,0,0,41,0,0,1,0,3,not VIP
83,0,105,1,323,0,0,203,0,16,not VIP
20,0,0,0,20,0,0,4,0,13,not VIP
1093,3,0,0,18331,5,7,468,4,33,VIP
106,0,266,1,1783,1,420,291,1,55,not VIP
254,1,0,0,1264,1,0,38,1,6,not VIP
117,0,0,0,550,0,4,2234,0,107,not VIP
102,1,368,1,117,0,293,20,0,12,not VIP
113,1,0,0,2352,1,0,22,0,1,not VIP
55,0,331,1,161,0,0,8,1,24,not VIP
236,1,310,2,1385,2,112,823,0,54,not VIP
185,0,0,0,4342,1,954,3128,1,15,not VIP
180,1,352,2,2465,2,260,4195,1,28,not VIP
102,1,420,1,991,0,0,2166,1,12,not VIP
32,0,190,2,3699,2,0,6708,2,34,not VIP
330,0,0,0,2076,1,0,13457,0,162,not VIP
85,0,44,0,661,0,0,163,0,8,not VIP
218,0,497,1,721,0,473,186,0,48,not VIP
26,0,32,0,403,0,12,129,0,84,not VIP
